仓库名称,仓库概述,仓库地址
mydataharbor/mydataharbor,:cn:MyDataHarbor是一个致力于解决异构数据源之间的分布式、高扩展性、高性能、微事务(至少一次保证)的数据同步中间件。帮助用户可靠、快速、稳定的对海量数据进行准实时增量同步或者定时全量同步，主要定位是为实时交易系统服务，亦可用于大数据的数据同步（ETL领域）。,https://gitee.com/mydataharbor/mydataharbor.git
杨浩/go-zero,集成了各种工程实践的web和rpc框架。通过弹性设计保障了大并发服务端的稳定性，经受了充分的实战检验,https://gitee.com/yh_zero/go-zero.git
xiaoyi445/NFShmServer,"NFShmServer是一个使用C++开发的轻量级,敏捷型,弹性的,分布式的共享内存（C++热更）/多进程lua(lua热更)的插件开发框架,让你更快更简单的开发服务端应用.部分思路来自UE4和Ogre.(当前主要用在游戏领域).最近加了rpc服务，数据库自动建库建表新加列服务，单线程lua脚本系统，后续可能会加actor多线程lua脚本系统，想法有点类似skynet的",https://gitee.com/xiaoyi445_admin/NFShmServer.git
新生命/Stardust,星尘，轻量级分布式服务框架。配置中心、集群管理、远程自动发布、服务治理。服务自动注册和发现，负载均衡，动态伸缩，故障转移，性能监控。,https://gitee.com/NewLifeX/Stardust.git
TommyLemon/SQLAuto,🔍智能零代码自动化测试SQL语句执行结果的数据库工具，任意增删改查、任意SQL模板变量、一键批量生成参数组合、快速构造大量测试数据，由腾讯工程师开发,https://gitee.com/TommyLemon/SQLAuto.git
SREWorks/SREWorks,CloudNativeDataOps&AIOpsPlatform|云原生数智运维平台,https://gitee.com/sreworks/sreworks.git
IoTSharp/Gateways,IoTSharp.Gateways是一个物联网网关程序，用于对接Modbus、OPC-UA，BACnet等，可通过程序内页面简单设置即可完成采集。,https://gitee.com/IoTSharp/Gateways.git
open-c3/open-c3,OPEN-C3为解决CI/CD/CO而生。更多信息请到：https://github.com/open-c3,https://gitee.com/open-c3/open-c3.git
noonchen/STDF-Viewer,AfreeGUItooltovisualizeSTDF(semiconductorStandardTestDataFormat)datafiles.,https://gitee.com/noonchen/STDF-Viewer.git
国密系列/openssl-ext-sm2,基于openssl密码库编写的sm2国密算法PHP扩展,https://gitee.com/state-secret-series/openssl-ext-sm2.git
wangray84/osgVerse,"osgVerse,acomplete3denginesolutionbasedonOpenSceneGraph.",https://gitee.com/xarray/osgverse.git
两咸蛋/xcmd,单片机shell，嵌入式shell适用单片机命令行工具，小巧且提供类linux的手感🤓,https://gitee.com/two_salted_eggs/xcmd.git
aurora-engine/gobatis,Golang关系数据库自动映射框架,https://gitee.com/aurora-engine/gobatis.git
AiXinGe/aixinge,Ai（智能）Xin（信）Ge（鸽）——智能消息推送系统,https://gitee.com/aixinge/aixinge.git
加多宝/TDengineGUI3,TDengineGUI是一个基于electron构建的，针对时序数据库TDengine的图形化管理工具。具有跨平台、易于使用、版本适应性强等特点。本人正在对代码进行重构，后期将会添加更多的功能，希望留下您的star我将作为动力谢谢,https://gitee.com/wwtbnbw6688/tdengine-gui3.git
openGauss/openGauss-DBMind,Anopen-sourcedatabaseself-drivingplatform.EmpoweropenGausswithAIcapability.,https://gitee.com/opengauss/openGauss-DBMind.git
answerdev/answer,一款极简的、问答形式的知识社区开源软件，用来快速构建产品你的产品问答支持社区、用户问答社区、粉丝社区等。,https://gitee.com/answerdev/answer.git
ZZH-Finalize/信号实验箱,基于QT、z-fft实现的微型可视化信号运算/变换/处理工具,https://gitee.com/finalize/signal-test-box.git
Ahoo-Wang/CoSec,RBAC-basedAndPolicy-basedMulti-TenantReactiveSecurityFramework|基于RBAC和策略的多租户响应式安全框架,https://gitee.com/AhooWang/CoSec.git
He3DB/He3PG,He3PG是中移（苏州）软件技术有限公司基于PG专为He3DB打造的高性能数据库计算引擎。,https://gitee.com/he3db/he3pg.git
dotNET China/Sundial,.NET功能齐全的开源分布式作业调度系统，可从最小的应用程序到大型企业系统使用。,https://gitee.com/dotnetchina/Sundial.git
车江毅/lmc-autotest,"🔥【官方推荐】🔥全链路自动化测试工具支持分布式部署，万级高并发，灵活定制化压测；可批量导入样本,自动录制样本,自动样本清洗,自动化压测,自动输出压测报告,让开发和压测人员性能测试的效能提升10倍！⭐️⭐️⭐️⭐️",https://gitee.com/chejiangyi/lmc-autotest.git
quickmsg/smqttx,基于Java实现的分布式MQTT集群，SMQTT的升级版本！欢迎大家使用，顺便动动小手Star一下!,https://gitee.com/quickmsg/smqttx.git
idrl/idrlnet,IDRLnetisamachinelearninglibraryontopofPyTorch.,https://gitee.com/idrl-lab/idrlnet.git
安谋科技（Arm China）/Compass_Unified_Parser,NPUParser将多种不同框架的模型转化成一种浮点中间表示（IR），用于周易系列的神经网络编译器。,https://gitee.com/Arm-China/Compass_Unified_Parser.git
Rococy/RoomIt,RoomIt是一款基于JavaFx、操作简便、轻量的屏幕画笔工具。,https://gitee.com/gavaFullStack/RoomIt.git
UBML/farris-vue,FarrisVue是一套基于FarrisDesign的低代码开发套件。包括具有FastReliableResponsiveIntuitiveSmart五大特性，面向企业信息化应用的UI组件，可视化主题编辑器，可视化低代码建模画布，低代码解析引擎，可扩展的低代码元组件框架，元组件工具箱，元组件属性面板等，可供社区开发者搭建场景化低代码建模工具。,https://gitee.com/ubml/farris-vue.git
兰博文/LinkScope,支持多种硬件调试器和硬件芯片的在线调试软件（基于OpenOCD和GDB），有变量示波、在线改值、数据导出和日志输出等功能,https://gitee.com/skythinker/link-scope.git
meta-soul/LakeSoul,LakeSoul端到端实时湖仓框架Github官方镜像https://github.com/lakesoul-io/LakeSoul,https://gitee.com/meta-soul/LakeSoul.git
openEuler/sysmaster,RedesignandReimplementationofProcess1,https://gitee.com/openeuler/sysmaster.git
aoyiduo/FeiDesk,FeiDesk将会是P2P模式下的VNC应用场景的另一个实践。,https://gitee.com/aoyiduo/feidesk.git
beifengtz/vue-web-terminal,一个基于Vue制作的轻量且功能强大的网页Terminal插件。支持多种数据显示格式，支持Flash内容实时回显和用户输入，多个slot可自定义，提供JsApi。,https://gitee.com/tzfun/vue-web-terminal.git
setoutsoft/soui4,一套directui框架的c++库。,https://gitee.com/setoutsoft/soui4.git
爬山虎/ndd,notepad--是一个国产跨平台、轻量级的文本编辑器，是替换notepad++的一种选择。其内置强大的代码对比功能，让你丢掉付费的beyondcompare。,https://gitee.com/cxasm/notepad--.git
Huoyo/nlp2cron,nlp2cron是一个将自然语言转换为cron表达式的工具包，可用于对话机器人的定时任务以及平常开发中的cron表达式识别：每15分钟一次=>00/15***?*,https://gitee.com/huoyo/nlp2cron.git
曾勇/web-editor-markdown,基于web端的Markdown编辑器，支持协同编辑扩展和方便的插件扩展,https://gitee.com/zengyong2020/web-editor-markdown.git
Neo-T/Open-NPStack,onps是一个开源且完全自主开发的国产网络协议栈。设计目标与LwIp相同，onps栈的目标系统同样是资源受限的单片机系统。提供完整的tcp/ip协议族实现，同时提供sntp、dns、ping等网络工具，支持以太网环境下dhcp动态ip地址申请，也支持动态及静态路由表。协议栈还封装实现了一个伯克利套接字（Berkeleysockets）层。协议栈使用ANSIC语言开发。,https://gitee.com/Neo-T/open-npstack.git
cellbang/malagu,Malagu是基于TypeScript的ServerlessFirst、组件化、平台无关的渐进式应用框架。,https://gitee.com/cellbang/malagu.git
时雨◎星空/原神语音合成,原神语音合成,https://gitee.com/TimeRainStarSky/GenshinVoice.git
Clark/log.js,只使用一行代码即可轻松获取前端日志,https://gitee.com/clark-fl/log.js.git
salvo-rs/salvo,Salvo是一个极其简单易用却又功能强大的RustWeb后端框架,https://gitee.com/salvo-rs/salvo.git
fisher/logsets,编写具有丰富表现力的nodejs命令行终端程序的库,https://gitee.com/zhangfisher/logsets.git
Yuye/iPlayer,支持IJKPlayer、ExoPlayer、MediaPlayer和其它更多解码器切换、支持静音、镜像、渲染模式、倍速设置等功能的轻便级播放器，支持自定义解码器、控制器、UI交互组件和悬浮窗播放能力等,https://gitee.com/hty527/iPlayer.git
Eolink/Postcat ,Postcat是一个可扩展的API工具平台。Postcat集合基础的API管理和测试功能，并且可以通过插件简化你的API开发工作，让你可以更快更好地创建API。,https://gitee.com/eolink_admin/postcat.git
张小德/MXImagePicker,🔥基于Kotlin，AndroidX的仿微信图片选择器,https://gitee.com/zhangmengxiong/MXImagePicker.git
DiDi-opensource/sharingan,Sharingan（写轮眼）是一个基于golang的流量录制回放工具，适合项目重构、回归测试等。,https://gitee.com/didiopensource/sharingan.git
morixinguan/IoT_3DPrinter,基于腾讯云Iotexplorer物联网平台、腾讯连连小程序的3D打印控制系统开发,https://gitee.com/morixinguan/IoT_3DPrinter.git
科大讯飞/NetAxe,NetAxe是一个网络自动化领域解决方案框架，通过微服务和微前端的方式构建的应用集合，主要有资源管理、配置管理、自动化、网络拓扑、地址定位、地址管理等等功能集合，同时各个微应用支持插件形式的能力集成，方便用户自行扩展,https://gitee.com/iflytek/NetAxe.git
科大讯飞/iflearner-flow,IflearnerFlow是一个基于底层联邦学习框架Iflearner，针对横向联邦学习建模场景下，联合多方完成联邦任务的调度平台。,https://gitee.com/iflytek/iflearner-flow.git
科大讯飞/aiges,专为AI能力开发者打造的AI算法模型、引擎的通用服务化工具。,https://gitee.com/iflytek/aiges.git
MegEngine/MegEngine ,MegEngine是一个快速、可拓展、易于使用且支持自动求导的深度学习框架，具备训练推理一体、超低硬件门槛和全平台高效推理3大核心优势，可帮助企业与开发者大幅节省产品从实验室原型到工业部署的流程，真正实现小时级的转化能力。作为旷视新一代AI生产力平台Brain++的最核心组件，MegEngine在2020年3月正式向全球开发者开源。,https://gitee.com/MegEngine/MegEngine.git
dotNET China/MiniWord,.NETWord(docx)模版导出引擎不需要安装OfficeCOM+支持Linux和Mac,https://gitee.com/dotnetchina/MiniWord.git
MegEngine/MegFlow,EfficientMLsolutionforlong-taileddemands.,https://gitee.com/MegEngine/MegFlow.git
科大讯飞/iflearner,一个强大且轻量的联邦学习框架，其底层支持同态加密、秘密共享、差分隐私等多种加密技术，并且同时支持Tensorflow、Mxnet、Pytorch等主流框架。,https://gitee.com/iflytek/iflearner.git
IceWhale Team/CasaOS,"CasaOS-Asimple,easy-to-use,elegantopen-sourceHomeCloudsystem.",https://gitee.com/icewhale-team/CasaOS.git
DiDi-opensource/Hummer,一套移动端高性能高可用的动态化跨端开发框架,https://gitee.com/didiopensource/Hummer.git
杭州良途软件科技有限公司/tds,最轻便的物联网组态软件；物联网时序数据库；WebSCADA平台；物联网数据中台；物联网软网关,https://gitee.com/liangtuSoft/tds.git
FeCoder/TinyLayer,使用Vue开发的桌面端弹窗组件,https://gitee.com/dreamer365/tinylayer.git
lang.yu/vertx-ui,http://www.vertxui.cnZero框架前端（React+Ant-Design）,https://gitee.com/silentbalanceyh/vertx-ui.git
antv-l7plot/antv-l7plot,🌍GeospatialVisualizationChartLibrary,https://gitee.com/antv-l7plot/antv-l7plot.git
DiDi-opensource/KnowStreaming,一站式ApacheKafka管控平台,https://gitee.com/didiopensource/KnowStreaming.git
DiDi-opensource/DoKit,一款面向泛前端产品研发全生命周期的效率平台。,https://gitee.com/didiopensource/DoKit.git
peng-zhihui/HelloWord-Keyboard,瀚文智能键盘是一把我为自己使用需求设计的多功能、模块化机械键盘。,https://gitee.com/peng_zhihui/HelloWord-Keyboard.git
subframe7536/Maple-Font,自用的等宽/控制台/sans-serif/手写字体，带圆角，可用于IDE，命令行和系统/浏览器的全局字体，中英文宽度完美2:1,https://gitee.com/subframe7536/Maple.git
eLab/eventos-nano,嵌入式开发框架，事件驱动，超级轻量。最低占用ROM1.5KB，RAM172字节。核心技术是事件总线，支持Reactor和状态机两种模式，协作式内核，极度可靠。可深度裁剪，移植方便。,https://gitee.com/event-os/eventos-nano.git
JackRolling/jsonflow-ui,🔥100%纯国产🔥工作流引擎(非开源BPM)，自动布局算法布局🚀，纯JSON交互（格式简单），为中国特色审批而生🔥Online零编码流程设计与办公申请等，仿钉钉审批流UI美观操作简单⭐️前后端代码完全自研可控，非常容易进行二次开发,https://gitee.com/jackrolling/jsonflow-ui.git
AutoM Studio/raid_exporter,ScrapeRAIDcardmetricsforprometheus.,https://gitee.com/autom-studio/raid_exporter.git
EdgeDB/edgedb,下一代图-关系数据库EdgeDB的服务器代码镜像，交流讨论请移步【内宣】库，谢谢！,https://gitee.com/edgedb/edgedb.git
PolarisMesh/polaris,北极星是一个支持多语言、多框架的云原生服务发现和治理中心，解决分布式和微服务架构中的服务可见、故障容错、流量控制和安全问题。,https://gitee.com/polarismesh/polaris.git
avata/VisualFBEditor,"VisualFreeBasicEditor可以生成在Windows,Linux,MacOS，Android下使用的32位及64位绿色免安装程序，语言风格类似VB.NET的Basic语系编程语言。VisualFreeBasicEditor使用MyFbFramework框架，MyFbFramework框架是Basic语系的freeBASIC编程语言编写的公用，基本控件库.",https://gitee.com/avata/VisualFBEditor.git
